drug,condition,review,rating
Losartan,For High Blood Pressure:,"“My blood pressure 6 months ago was around 140/90. My doc said that was too high and put me on Losartan 50 mg. Since that time I have gained 15 pounds and feel bloated all the time, lethargic and depressed. I have tried sensible diet and fasting which I had success with in the  past but now the scale hasn’t budged. It’s not worth this. Drug company does not list weight gain as a side effect but this is the only medication I am on.  Not sure what else to do. I'm miserable. I’m going to stop taking this and ask my doc for something different whether or not she believes my weight gain is due to this.”","
4 "
Losartan,For High Blood Pressure:,"“I have been taking 50mg of Losartan for a few years  I never really looked very deeply into Losartan past the ""may make you drowsy"" stuff on the bottle.  As time went on, I noticed that I was getting weaker and weaker to the point that I couldn't do anything. My legs felt heavy and even just mild exertion left me gasping for breath.  Getting up I would feel dizzy. Everything in my body hurt.   I have  vision and hearing problems in addition to a loud, ringing in my ears.  I've had a physical, labwork, tests etc.  There is no obvious physical cause for my problems. SO, I have started to look into my medication side effects. I looked up Losartan and BAM - EVERYTHING that I was experiencing is listed. I've been off it a couple of days and while it is too soon to tell if that was the cause, I do not feel worse and seem to be on the upswing.  Note, I discussed stopping the Losartan with my physician first, and I monitor my blood pressure in case it goes back up without the Losartan.”","
1 "
Losartan,For High Blood Pressure:,“I take 25mg of Losartan for mildly elevated Blood Pressure. I'm a 49 y/o male. It's the best in terms of not having side effects as the others did and had lowered BP from 145/80 to 116/65. The only catch is I can't drink coffee with it as it will spike it back up to 145/80 again.”,"
7 "
Losartan,For High Blood Pressure:,"“81, high blood pressure discovered during routine visit for something else,  - not that high, pulse ok, diastolic ok.  Nevertheless Doc started me on amlodipine - terrible side effects- mostly tummy, swollen ankles, oedema, could not get shoes on etc.  so we tried perindoporil -  same problems.  Took self off,  after 10 days feet normal, could get shoes on , toes normal , crocodile skin on shins as oedema went down receded, tummy functioning fine.                                However, bp not great, so agreed to try losartan 50 mg- after 2 days we are  back to violent stomach cramps, swollen feet etc etc, also new problem  very dizzy - this is supposed to pass as you get used to it   Very tempted to cut them in half to 25mg - or stop altogether  If this is the price of living for ever I am not interested.”","
2 "
Losartan,For High Blood Pressure:,"“I was taking 20 mg daily of Losrtan for about a month, and I experienced a variety of side effects including severe pain in my arms, loss of sex drive, lack of sensation during sex.  Now that I have stopped taking Losartan, I have no more pain in my arms, my sex drive and sexual sensation is back to normal.”","
2 "
Losartan,For High Blood Pressure:,"“After 8 weeks, I woke up feeling like something was stuck in my throat.  I could eat, but every time I swallowed, I felt like my throat was constricting after & had a burning sensation.  I realized that I'd had a similar throat issue with Lisinopril & my doc switched me. This time I was in quite a bit of pain & after day one & figuring out the drug was likely the issue (again), I went off it.  The next day was a bit better & today my throat is fine.  Just because you don't see a side effect listed does NOT mean a drug doesn't cause that effect in you.  The only way to know for sure is to go off it and see if the effect goes away.  Not recommending people stop cold turkey but my blood pressure is borderline, so I just quit taking the pills.  I am done with these drugs - I don't need to lose weight but I do need to cut back on salt, alcohol & increase aerobic exercise so that's what I'll be doing going forward.  The side effects for me were NOT worth the little benefit I saw!”","
1 "
Losartan,For High Blood Pressure:,"“Lozartan caused severe anxiety  and insomnia. I had to take time off from work, there was no way I could work. And this was only 25 mg pills. I wish my doctor would have told me how bad the side effects could be. It also caused my ten it’s that I had before to get much worse.”","
1 "
Losartan,For High Blood Pressure:,"“Prescribe Losartan March 4th, 2014. Atenolol 50mg before that for the past 20  years just wouldn't get my pressure below 140/85. Within 1 day of starting this medication I casually commented to my wife that I felt like I had been beaten up. I couldn't for the life of me figure out why I felt so stiff and sore. The past three days I have felt like my heart is coming out of my chest. Complete loss of appetite. March 7th today and I called my Physician's office and told the receptionist what I was dealing with and explained I would no longer take the medication. This was my first visit to this particular Doctor due to relocating. Expecting a call tomorrow and hopefully go back to Atenolol with a higher dosage.”","
1 "
Losartan,Cozaar (losartan) for High Blood Pressure:,“I'm a retired RN. Been taking Cozaar for over a year. BP runs in the 120s systolic and  65 to 70 dystolic. My dose is 25 mg if you are curious. Tried a couple of other meds prior to this and was plagued with nocturnal coughing episodes. Not now. Happy with this med.”,"
10 "
Losartan,For High Blood Pressure:,"“The meds DO NOT WORK!! I have lost over 25 lbs, cholesterol, glucose levels dropped, I engage in both low & high impact workouts 5 days a week and this med has done nothing to lower my blood pressure, in fact has increased it!!  I went from low dose (25 mg to 50 mg) over a 2 month test period & the blood pressure was status quo and terrible side effects including dizziness, nausea, shortness of breath, migraines.”","
1 "
Losartan,For High Blood Pressure:,"“Awful experience!!

Caused high levels of anxiety and depression.  This then made my blood pressure spike.

Also caused dry blurry eyes and weird head pains.

As soon as I came off and switched to beta blockers the difference was phenomenal.

It effects people in different ways so always try it yourself and make your own judgement.

Thank you”","
1 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“Male 56. I started taking Cozaar just 4 days ago, to add to my current regiment of diuretic and betablocker, as my BP was climbing.  After only 4 days taking it, my BP went from 170/102 down to 129/69, and I am only on a 25 mg dose; smaller than even what the manufacturer recommends.
This med works.....and fast.   NO side effects for me.”","
10 "
Losartan,For High Blood Pressure:,"“Been on losartan about 8 months now. Maybe a few side effects at first, but none really now. I take 50 mg at night, & my BP went from 190/100 to 125/75.
It took months however to get that low, it wasn't immediate. I believe it has probably saved my life. 60 year old female.”","
10 "
Losartan,For High Blood Pressure:,"“I have been on Losartan for 4.5 years. it has done a decent job of lowering my (genetic) moderately high BP, but I have had a daily headache, acid reflux (controlled with a daily Prilosec), and rapid weight gain. I cannot tolerate Beta-Blockers (terrible headaches & vivid nightmares), and my doc felt I needed an extra med to accompany my hydrochloride). Ergo, Losartan. My bra size went from a “B” cup to a “DDD” practically overnight (not a good thing), my face is swollen, and I cannot get my weight under control in spite of running/fast walking 3.5 miles 4-5 times a week. I eat very little (never been a foodie), and drink only socially, no dairy, mostly fruits and veggies.
I have recently noticed pain in my hips, which I attributed to aging (I am a very healthy 67 yr old).
I see my primary care physician in two weeks and hope to have a conversation re: getting off this drug.”","
3 "
Losartan,For High Blood Pressure:,"“I've been taking this medication for about a month after the doctor decided to switched to this. It helps with blood pressure for about half a day and by bedtime blood pressure is sky high again. Legs, feet, and hands go numb and cramp. Severe back pain along with headaches and just a general feeling of being unwell. My whole body hurts 24/7 with all the recalls lately is alarming. I can't wait to see the doctor and get off this medicine!”","
1 "
Losartan,For High Blood Pressure:,"“Do yourself the favor and lose weight to get off this medication. The first two weeks of taking Losartan was great and then it went abruptly downhill. I can’t breathe, I have dry mouth, and I constantly feel like I have a cold. The side effects of this medication is horrible. I’m changing my lifestyle habits to get off of Losartan.”","
1 "
Losartan,For High Blood Pressure:,"“I tolerated Losartan MUCH better than Lisinopril - with Lisinopril, I developed not so much the cough most everybody experiences, but a vasovagal response - like gagging, dry heaving, no matter what I was doing or where I was at, with no warning!  So that was quickly discontinued at my request and I was placed on Losartan.  Now I am on a double dose, since my blood pressure was at 168/114 on not only Losartan BUT atenolol - at 56 years young, nonsmoker, and just a bit too chunky, at 180 pounds - okay, well a lot of chunky, mostly because of eating too much Ben & Jerry's Chunky Monkey ice cream.  Nevertheless, now I am chilled all the time and leg cramps at night.  Nothing that interrupts my day or evening....”","
7 "
Losartan,For High Blood Pressure:,“Straight to the point: been on losartan for a very short time; this med has caused me to have severe back pain and leg pain; I experience the tingling; I stopped taking it; the side effects are terrible”,"
1 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“Started at 25 mg, then went to 50 mg and then to 100 mg. While my BP was not really under control (hypotension - hypertension) and my heart rate was 112 while resting and I gained 12 pounds over night. During my Cozaar experience my energy level was so much better than it had been over the previous 10 years taking lisinopril, however BP control and the side affects I experienced were just not acceptable. There has to be something out there that will work. ”","
1 "
Losartan,For High Blood Pressure:,"“I was on losartan 25 mg for 2 years and had no side effects. Since December my blood pressure was high and I was getting migraines so my Dr. upped it to 50mg. Since it wasn't working she upped it to 100mg but my blood pressure was still high. In May I went back to the Dr. because I was also retaining water so she switched me to losartan 100mg/ HCTZ 12.5. Since then I feel my pressure has gone down now. I used to average at 140/90 but after switching I'm averaging 117/80. In June I started to feel super tired. I've been taking online classes and couldn't bring myself to do my work. I just go to work and when I get home I just want to sleep and that is all I want to do. I have also felt a little more depressed to where I don't want to do anything or go anywhere, I go to work only cause I have to but after that I just feel extremely lazy.”","
7 "
Losartan,For High Blood Pressure:,"“I’m a 58 yr old female. The only med I take is 25mg of losartan for over a year now. BP was about 140/95 too often. My side effects are getting worse. Insomnia, headaches, diarrhea, dizzy, tired, feet hurt, have to lay down once a day and no longer have the energy to exercise. I enjoy a couple of glasses of wine a few times a week and try to stay low carb and watch my salt intake. I’m thinking I would be better off not taking this since my quality of life has gone down. ”","
4 "
Losartan,For High Blood Pressure:,"“I was forced to take Losartan instead of Diovan because my insurance company refuses to pay for brand name drugs.  Really great the insurance co. would rather realize huge profits at the expense of patients' health.  Well, Losartan is terrible for me.  I had no noticeable side effects from Diovan.  But with the Losartan I've had not only hair loss but also very bad tingling down my left arm into my fingers.  My doctor just told me it's carpal tunnel syndrome without any hesitation, but I know it's the Losartan that's causing this condition because I never had it until after starting Losartan.  It also causes me to be tired and lightheaded, both side effects of this medicine.”","
2 "
Losartan,For High Blood Pressure:,"“I'm new to Losartan Potassium, but in the six days I've taken the 25 mg, my heart doesn't seem to be jumping out of my chest, my thinking seems clearer and my overall feeling of wellness is greatly improved.   I don't have a monitor yet, but hopefully in a few days I will be able to confirm my pressure is back to normal.”","
10 "
Losartan,For High Blood Pressure:,"“Have been on Lotensin and amlodipine for years. Blood Pressure had started rising over a period of several months. Dr put me on Losartan. Experienced copious sweating on third day. After 5 days, have no idea what BP is, but started having problems breathing on 4th day. (have COPD,  few breathing problems at this point). The next day was worse. Took 5th dose last night and was up all night, gasping for oxygen and coughing up thick mucus. Spent the night sitting up wondering if I should go to ER.  Feel much better this afternoon, although my chest is still sore and my arms ache badly in spite of taking Lyrica for fibromyalgia. Better this morning, chest sore, still trying to cough up mucus, chest tight.”","
1 "
Losartan,For High Blood Pressure:,"“I was only on Losartan 50mg, along with HCTZ 12.5mg, for five dosages and it caused some bad physical and mental side effects. They included panic attacks, headaches, pressure behind the eyes, lightheadedness, confusion, foggy feelings, being tired and also unable to sleep, lack of appetite, and probably more that I am forgetting. I also fainted twice, within 15 minutes of each other, on the evening of my third dose, which included spending three hours in the ER to recover from massive dehydration. I had a follow up appointment with my PCP earlier today, prior to my sixth dosage, and he told me to stop taking it. I have been off it for only 28 hours and the side effects are gone! I still have a mild headache, but it is considerably better than the past couple of days. I know medication reacts differently for every person, but, for me, it was not worth taking this medications/dosage, which did lower my blood pressure a small amount, compared to all of the side effects I experienced.”","
2 "
Losartan,For High Blood Pressure:,"“I was prescribed Losartan about 8 years ago. I didn't have any issues other than blood clots in my legs that began to reoccur after I began the medicine. I continually brought it up to my doctor over the years but he has dismissed it each time. Although I have a stress free life, I have constant heaviness in my chest making it difficult to breathe, chronic insomnia, and massive bruises that form on my leg, (without any incident of bumping them against anything). I am tired throughout the day, since I am not sleeping, and feel terrible. I have spikes in my blood pressure and am concerned because my doctor dismisses these issues.”","
1 "
Losartan,For High Blood Pressure:,"“My blood pressure was improved with Lorsartan, but I had many side effects.  My blood pressure would drop to as low as 98 over 84 with heart rate of 130. I would be dizzy and so tired I just wanted to sleep. At least  once a week I would experience diarrhea. I coughed a lot and it was getting worse.  I had foot and leg cramps.  I was feeling terrible.  Since stopping use of this drug and improving my diet I am feeling much better and my symptoms have disappeared. My blood pressure is under control without it.  This drug is poison and was killing me.”","
5 "
Losartan,For High Blood Pressure:,"“The doctor put me on 50mg losartan a month ago, as new insurance wouldn't pay for the Candesartan I was on. It works great keeping blood pressure at good levels along with the Metoprolol I'm on also. For the first 3 weeks I started off having mild headaches that finally disappeared, and now I have a slight sore throat all of the time, a slight hacking cough, and only one nostril that runs constantly....weird, I know. I'm going to give it another month and see if these side effects disappear like the headaches.”","
7 "
Losartan,For High Blood Pressure:,“I have been on losartan since mid 2016. My Cardiologist lets me tailor the dosage to my needs. I usually take between 25-50 mg daily in the morning. Around the end of 2019 refilled RX. Noticed that the pills are white now instead of the blue or green.  I now have to take 50-100 mg to get any BP reduction. And now can't sleep at night. Was a side effect before when on higher doses. So Asked the Pharmacist whats the story . They haven't heard of anything. Told the new GP and she didn't know anything about it. Any ideas?”,"
3 "
Losartan,For High Blood Pressure:,"“My husband was put on Losartan 50 mg Sept. 12, on Sept 14 he started experiencing brain fog and ache in his right shoulder, sleepless night.  The symptoms progressed.  Unsteady on his feet, uselessness of right arm, tremors, called Dr she cut him back to 25 mg on 9/23,. Still symptoms progressed to so much brain fog he doesn't know how to use remote control, can't find things that are right in front of him, gave up driving, gave up cooking, I have to cut up his food.  We went to ER this past Saturday to rule out stroke.  They said it is his medication.  Back to Dr.  She took him off Losartan after begging her.  Upped his water pill and kept him on his Amlodipine to see how he does.  He was up all night last night, missing another day of work today.  I am sure I have missed something that this medicine has caused him, I pray they are not long term effects.  I don't understand why if it is also recalled why the FDA has not pulled it.”","
1 "
Losartan,For High Blood Pressure:,"“I was diagnosed last year with  high blood pressure (HBP) at the age of 67, no other meds. Within months of starting Losartan I noticed changes in my hair texture, thinning  & loss.  It’s just thin, lifeless, shedding, whispery hair mainly at the crown at the back of my head. I know it is because of this drug.  Have not discussed this matter yet with my doctor. We are looking for some quick fixes here are my suggestions check out on-line:    DHT Blocker, hair loss; check out Olive Leaf Extract for lowering BP and blood sugar.  For help with your current thin and lifeless hair I suggest:   CHI Shampoo Magnified Volume and a good hair mousse like TRESemme Thermal Creations for volume boosting, NOT their 24 hr Body mousse, or Catwalk Strong Mousse.  This will allow you to at least look like you have more hair and feel better about yourself in the interim. These are simply my suggestions to temporarily deal with this hair loss until we can all pitch this med in the garbage.”","
1 "
Losartan,For High Blood Pressure:,"“Not many problems with losartan for BP, but the ones from Camber labs didn't work for me. Had fatigue and bp was higher. Have been on theme for about 3 1/2 years. The losartan from this lab only one that showed side effects. Pharmacy is marking my file so I don't get that brand again. Some of the previous patients might want to consider the manufacturer/lab & change that. Another thing is they are extremely bitter. Taste it as soon as I put it in my mouth. Previous ones were not like that,”","
6 "
Losartan,For High Blood Pressure:,"“I was on lisinopril for 3 weeks to control my blood pressure.  During that time, my BP dropped but I got an annoying dry cough and I lost 10 pounds.  I have been on losartan for 1 week.  My BP is great but I still have a bad cough and now both shoulders are very sore.”","
7 "
Losartan,For High Blood Pressure:,"“There is no doubt in my mind that Losartan contributes to anxiety.  
I've learned that my thoughts control my blood pressure and through a conscious effort practicing positive thinking and more importantly realizing that I have no control over things that can happen, I am now thriving and have come off Losartan and I feel like a new person.  I also try to eat healthy and exercise and it is like a whole new life.”",1
Losartan,For High Blood Pressure:,“My 90 yr old Mother has been on generic Losartin for 8 years.  She took 50mg a day and it controlled her blood pressure.  We have a new Dr. and he upped her dosage to 75mg which seemed to do well until she got Type A influenza.  Now she is recuperating and when we give her losartan it seems to knock her blood pressure really low and makes her weak for 2 hrs.  She has had a hacking cough and recurrent bronchitis for years. I did not know that could be a side effect of the losartan. These are the only meds she takes except for a daily multi-vitamin.”,"
7 "
Losartan,For High Blood Pressure:,“I am a 66 year old female. I have not experienced any adverse symptoms with Losartan.  I started with 50MG almost 5 years ago and a couple of weeks ago my GP reduced to 25MG.  I believe exercising/walking and less stress (now retired) lowered my BP.  I am sorry to hear so many people suffer such severe side effects.”,"
10 "
Losartan,For High Blood Pressure:,"“I have been on this medicine losartan for about 3 months and I also have experienced side effects of  dry coughs and chest pain and a little bit of weight gain and stomach problems and pH balance is off. I quit taking it for a couple days and I didn't have a foul smell, then when I start taking it again it came back, so it has to be the medicine and as I was looking up this medicine I see that it's on recall so I definitely will talk to my doctor and get off this medicine for sure.”","
2 "
Losartan,For High Blood Pressure:,"“My Dr. switched me from Diovan HCT to Losartan because of costs.  Losartan has worked well for keeping blood pressure steady.  In addidtion, I have Type 2 Diabetes and take Cialis 5mg daily.  Interestingly, Losartan has greatly helped with erections, as well.  In doing further investigation,  I have discovered that other men have had similar experiences.  While not meant to be a medicine for erectile dysfunction, it has greatly helped men, especially when used in combination with Cialis.”","
10 "
Losartan,For High Blood Pressure:,"“I was switched to Losartan from Lisinipril which caused a horrifying cough. I stopped taking it and called my doctor. I have been on Losartan for 3 weeks now and my blood pressure went from hypertension to pre-hypertension. Really want it lower. I have been exercising every morning at 5am and have been eating very good during this time. Yet it appears I've gained weight and my legs feel like jello and if I squat down its hard for me to get up. I first thought it was because I haven't been running in forever but its been 3 weeks of running and its getting worse. Ankles, behind the knees and calf muscles are the worst. Guess I will discuss with doctor next week. This is not a normal pain.”","
7 "
Losartan,For High Blood Pressure:,"“62 yr male, with low Testosterone, erectile dysfunction problems. Blood pressure was 147/90. Tried Lisinopril, very allergic with much sinus drainage and cough it took 3 months to get rid of. Controlled blood pressure well, and actually relieved erectile dysfunction problems. Had to go to amlopidine which controlled BP and had no side effects but complete sexual dysfunction, so went to Losartan. No side effects, 50 mg has my BP at 117/70 and again, notably relieved ED problems and enhanced sex life. ”","
10 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“This medication nearly killed me after 9 days of taking it sent me into AFIB blood presure dropped so low it nearly stopped  hate this drug if anyone has any side affects with this go to your doctor  stright away never felt so ill.
Within 24 hours of me stopping this drug i was dack to my normal self
Please do not just stop taking medication  i have been put back on ramapril and i feel fine”","
1 "
Losartan,For High Blood Pressure:,"“I think I have every side  effect imaginable with Lorsartan HCT. Loose stools, anxiety, depression, no energy, body aches to the point it's hard to exercise, weight gain, I'm on 100/25 mg's. I'm 62 year old female. It somewhat keeps blood pressure down, and I will be talking to primary care dr about adjusting dose or trying something else. I'm too young and energetic to feel this bad.”","
4 "
Losartan,For High Blood Pressure:,"“Losartan is poison and I hope anyone taking it at least monitors their improvement if any vs. the side effects...because they sneak up on you.  I believe this medication will do much more harm than good, so please be careful...I took it because Lisinopril gave me a cough.  I gave it 3-full months and during that time, I became very ill.  Extreme fatigue, headaches, sore back, weakness in my legs that was very scary.  I felt like I had the flu daily and I thought it might be another medication I was on, but I tested myself by stopping the other med's and nope...the symptoms still remained.  I was so exhausted all the time, I could hardly get through my day and had to take daily naps.  I slept very deeply with vivid dreams.  Never ever again!”","
1 "
Losartan,For High Blood Pressure:,"“I have been on losartan for 2 months been ok till this week. Terrible headache, palpitations, feeling really knackered. Blurred vision. Been off it two days vision is a lot better. I am still feeling grotty ended up in A&E  all stats ok but worried about irregular heart beat. Not so bad now.”","
1 "
Losartan,For High Blood Pressure:,"“I was only on this Losartan for 4 days and I was fine the first two days and now my eyes are swollen shut, been throwing up, have earaches, can't stop coughing up mass amounts of phlegm, I look like my face and eyes are sideways. My son's said no more mom”","
1 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“I have had high blood pressure for years and have just started a medicine routine. I tried Zestril and had great results but did not like the cough. So, my doctor switched me to Cozaar. This makes me cough, makes me tired, dizzy, and constipated.”","
6 "
Losartan,For High Blood Pressure:,"“I was put on Losartan for my high blood pressure after the Beta blocker Metoprolol didn't seem to do the trick.  Over the course of the year I was taking Losartan, it was gradually increased because it wasn't effective at the higher dose for very long.  During this time, I began experiencing tight throat and tongue, extreme anxiety.  Once I was again moved higher, to the max dosage of 100 milligrams,  the swelling in my tongue and throat became so bad I was taken to the ER three times.  My doctor at the time never suggested withdrawing from Losartan.  I finally went to a second doctor who took me off the Losartan cold turkey and put me on chlorthalidone instead.  Five days since the immediate stop of Losartan, and the feeling of swelling in the throat and tongue as well as feeling like all of my muscles are constricted have been 10 fold.  I'm tired of going to ER.  This medicine poisons you.”","
2 "
Losartan,For High Blood Pressure:,"“On Losartan x 8 months 
Experiencing extreme dry mouth and difficulty speaking
Neurologic exam normal. ENT exam normal 
Both thought the dry mouth and speech difficulty was due to Losartan.   Any others??
Obviously stopping the drug”",1
Losartan,For High Blood Pressure:,“I have been on Losartan 50mg once daily for a week now.  The only side effects I am experiencing is facial flushing.  My cheeks feel like they are on fire and are really red.  I have also notice a slight mood change and I am itchy on my arms.....  I am going to consult my doctor and see if I should be concerned.”,"
8 "
Losartan,For High Blood Pressure:,"“Several (3+/-) yrs ago I was on this med losartan and don't remember having any side effects.  Eventually my BP went down too low and my doc took me off all my BP meds (was on 3 different BP meds at one point!).  I didn't take anything for a few years after.  Now for some reason my BP is high again (average about 150/100) so my new doc put me on 50mg of losartan. This is my first day taking it again.  Hopefully no side effects but it would be hard to tell since I have Lupus, have had spinal fusion recently (this past Dec), and have a hiatal hernia which causes severe stomach pain often so I am in constant pain on a daily basis. I was on lisinipril for years and had developed a horrible chronic dry cough. Nobody could explain what was causing the cough.  Finally I ended up seeing a new doc who said immediately that it was because of the lisinipril and changed it to the losartan.  My cough went away and didn't happen while on losartan.  Well I will update after I am on this med for a while.”","
8 "
Losartan,For High Blood Pressure:,"“I got on here to look into the mysterious symptoms that I've been getting. I started taking Losartan 25mg about 5-7 days ago and haven't felt right since. I've had indigestion, gas, stomach aching, sore muscles, exhaustion, maybe some anxiety, and poor eating. Looking at user reviews the medicine either works great, or it works terrible.. Many of the 1 star reviews point to the same digestive/stomach issues I'm having beginning on the day I started Losartan. Of course my doctor shrugged off all the symptoms and thinks I need to ""stick with it."" I'll be finding a new doctor.”","
1 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“I had been taking Benicar 20/12 mg for about 5 years, as there is no generic substitution for Benicar and it was very expensive I asked my Doctor for another drug.  Cozaar was suggested and it had just become generic the week before. I have been taking it for about 6 weeks.  I don't feel any negative side effects. So far so good.”","
9 "
Losartan,For High Blood Pressure:,"“It has helped to lower blood pressure, but over the year + I've been taking it, I've experienced a 40 pound weight gain, severe pain in joints, muscles in legs and feet, ache in leg bones, tingling in hands and feet, very stuffy sinuses - very swollen, difficulty getting to sleep and/or staying asleep, general weakness and sluggishness, sometimes extreme exhaustion. Seeing Dr this week, hoping we can find a better solution.”","
7 "
Losartan,For High Blood Pressure:,"“I was diagnosed with high BP  and  gout in 2016, took diet and exercise route instead  of med until Aug 2019, when out of the blue I ended up with chest pain, breathlessness. My BP was 187/107 then was forced to go on Amlodipine and then my list of strange side effect that turned me to Zombie. My GP changed it to Losartan 25mg my BP went below 140 and was hoping for it to go to 120/80 so we raised the dosages to 50 mg , now my BP shoot up to 165/97 and one time my heart rate went as low as 34 with bp of 156/145 yes 145 dia. But no side effect except some lack of  occasional lack of sleep. Looks like I need to review the med again.”","
9 "
Losartan,For High Blood Pressure:,"“I have been on Losarten for 15 days. I was on Valsarten before this. The Losarten brings down my blood pressure to 120/70 range. I take a dose in the morning. About 2-3 hrs after I take it I feel upper chest, neck and ear fullness. Over the next 3-4 hrs I feel light headed and I can't walk right. I feel fatigued. Around 4:30 to 5pm, I begin to hear and feel bounding and vibration in my ears and head. By 5pm to 6pm by blood pressure increases. The cardiologist tells me to take it at the same time everyday 12 hrs apart and I can't.  I have to check my blood pressure first and sometimes I can't take it in the morning because my blood pressure is too low 90/60 and sometimes I can't wait the full 12 hrs to take it in the evening. Hair loss nausea”","
5 "
Losartan,Cozaar (losartan) for High Blood Pressure:,“I've been on Cozaar for a number of years after doing a study for hypertension.  It works great for me!  My blood pressure is consistently 115/70 everyday.  I have not experienced side effects from it.  My dosage is 50 mg/day.”,"
10 "
Losartan,For High Blood Pressure:,“I've been taking this medication for 2 months now and I'm reporting back about the anxiety issue that I commented on originally.  The medication still causes anxiety and I now take it at 8pm so that the anxiety/drug interaction peaks at 11pm before bed time.  I have found that taking a Magnesium Glycinate supplement has helped a bit with the anxiety (a little bit) however the drugs effectiveness has seemed to diminish (ie BP isn't lowered anymore).  I'm not sure if this is an interaction or that my body has just got accustomed to it.  I'm guessing I will likely stop meds when I discuss with Dr. as it's having no positive effects.”,"
4 "
Losartan,For High Blood Pressure:,“My doctor prescribed losartan (which had a water pill ingredient in it as well)  6 weeks ago.  Right away I noticed the light headedness. Cut dosage to 50 mg from 100mg. Still too much and cut it down 2 more times.  Symptoms were getting worse. Loss of energy and head was hurting horribly. A week ago it was like a freight train hit me and a was down.  Diarrhea and head pain. Call my doctor and when I told him my symptoms he said he would take the water pill out of it and thought my blood pressure was touchy.  Took the Losartan without water pill in it and it was the same effect. I'm stopping the pill and getting a new doctor.”,"
1 "
Losartan,For High Blood Pressure:,"“I'm a 46 yr old female athlete with a BMI of 21 and BP was 161/100 (go figure). I tried several medications and suffered side effects - e.g. amlodipine (swelling), lisinopril (coughing), valsartan (diarrhea). I feel great on 50 MG of losartan. No side effects.”","
9 "
Losartan,For High Blood Pressure:,"“I have been taking Losartan for six months now. I am 42 and used to be very fit competing in marathons about once a fortnight, now though I can hardly walk to the cornershop before my legs give way underneath me! I have developed a voracious appetite as well and consume several curries a night causing me terrible flatulence! The worst thing over the last few weeks though is the amnesia. I can barely remember what I did last week. I am desperate to change my meds If only I could remember the name of my doctor!”",1
Losartan,For High Blood Pressure:,"“My cardiologist added this drug to my other drugs I have been on and taking with no problems. Not even two days into taking Losartan I am experiencing side effects. I noticed I could not taste my oatmeal this morning, terrible whole body feeling of being so ill, stomach pains, sweating in my feet, blurred vision, not wanting to eat, wanting to throw up even after a sip of water, and feeling tired, dizzy, and buzzing in my ears to name a few.... and this is ONLY after two days of taking this med. I called my doctor and told them I do not want to and will NOT take this med anymore. Waiting for them to call me back right now.....had enough of these so called drugs that make me feel so absolutely horrible.”","
1 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“I have been taking generic Cozaar for about 3 months.  Taking 25mg one time a day along with 12.5 mg of Hydrochlorothiazide.  It mildly lowers my BP.  I get readings near 120/80, but also get high readings some time as well.  Dr wants to up dosage to 50mg per day.  I want to wait a while as my BP isn't that bad yet and I am trying to slowly adjust to the side effects.  I am constantly ""dry"" and thirsty for water.  I have bad dizziness that gets really bad on occasion.  The side effects are much less to me than Lisinopril which had me coughing 24/7 and gave me bad angioedema after 3 months.”","
7 "
Losartan,For High Blood Pressure:,"“I am surprised by all the negative reviews. I'm a 23 year old with a BP of 150/100 at the doctor and 130-140/90-100 at home. After trying 3 different medications that gave me horrible side effects, Losartan is the only one I've tried where I've had virtually no side effects. I was honestly about to give up and lose all hope in blood pressure medicines. I've been on Losartan for a few weeks now and my blood pressure is consistently 120/80 or lower. I feel great other than a few unrelated issues.”","
9 "
Losartan,For High Blood Pressure:,"“I was taking losartan 25 for 6 years. I didn't experience any side effects. But 3 months back when I checked my BP it was 160/110. Dr. Advised me to take Losartan 50. Since I started taking losartan, I noticed that I get dizziness while standing after sitting for long time and difficulty in passing urine. Now I am going to consult my GP and ask him to give some other medicine which had less side effects or going for natural treatment without any medicine. May God help all of us from side effects of medicines”","
2 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“got prescribed this about a month ago I'm 22, 250 lbs and have had a blood pressure reading of 170/110 for the past year or so after taking cozaar 50 mg for just one month daily its dropped to 112/66 I feel great except for the blurry distorted vision rather have that then die from a stroke or heart attack any day other than that no side effects.”","
9 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“I took this along with a beta blocker,and although the mechanism of the medicine seems very desirable, for me the dilation of the blood vessels caused an unacceptable amount of facial flushing, although this is not a listed side effect. Furthermore when I stopped taking it (after a year or so) there was only a small increase in blood pressure, whilst on the same dose of Beta blocker.”","
2 "
Losartan,For High Blood Pressure:,"“I developed crippling stomach/abdominal pain and my doctor dismissed any connection to my medication. I consequently underwent several scans and tests which as well as being very costly to the NHS also took up valuable time which could have been spent on other patients. All results came back normal. 
It was purely accidental that I forgot to collect my prescription on a Friday and went on to enjoy a pain free weekend. I was put onto beta-blockers for my high blood pressure instead on which I have been fine, but interestingly the doctor still insisted that the Losartan would not have caused my symptoms !”","
5 "
