drug,condition,review,rating,effect,full_review,reviewLength,textBolbSubjectivity,textBolbPolarity,textBolbSentiment,vaderPolarity,vaderSentiment
Amlodipine,High Blood Pressure,"doc put amlodipine besylate crap said losartan increasing potassium number? taking years years never problem, switched pill death. woke one morning, thought strep throat, face swollen, looked like mumps. got urgent care within minutes calling ambulance ambulance rides hospitals days later almost back normal. never allergic reaction anything entire life! scary thing friend mine went thing medicine. think needs investigated!!",1,"severe allergic reaction - swelling of throat, face, hands, ankles, confusion, lethargic, constantly tired, restless legs 24/7. awful drug - should be banned in the us like it already is in the netherlands!","My doc put me on this AMLODIPINE BESYLATE crap because she said the Losartan was increasing my potassium number? I had been taking that for years and years and never had a problem, until she switched me to this pill of death. Woke up one morning, thought I had strep throat, face swollen, looked like I had the mumps. Got to Urgent Care and within minutes they were calling 911 for an ambulance - 2 ambulance rides, 2 hospitals and 2 days later I was almost back to normal. Never had an allergic reaction to ANYTHING in my entire life! Scary thing is a friend of mine just went through the SAME thing with this SAME medicine. I think it needs to be investigated!!",427,0.5125000000000001,-0.23854166666666665,Negative,0.6511,Poitive
Amlodipine,Norvas (amplodine) 10mg,elevated blood pressure standing elevated heart rate acid reflux also cant seem think straight.. horrible horrible drug,1,"extreme shortness of breath, lightheaded dizzy,fast irregular heart beats, tiredness, crying spells, feverish, insomnia suicidal thoughts, no motivation, anxiety and panick attacks..",Elevated blood pressure when standing and elevated heart rate acid reflux also cant seem to think straight.. horrible horrible drug,119,0.7999999999999999,-0.6,Negative,-0.8481,Negative
Amlodipine,High bp,dont know whether stick put this. guess im worried medication harming way. love reduced bp though.,3,worked well with my bp went from 180/90 to about 130/70 in a number of weeks. however im experiencing awful side effects mostly feeling dizzy and light headed with mild back and chest pain with increased urination.,I dont know whether to stick with it and put up with this. I guess Im worried that the medication is harming me in some way. I do love the reduced bp though.,98,0.6,0.5,Poitive,-0.1531,Negative
Amlodipine,High blood pressure,"blood pressure come right guess drug achieved aim. however, wonder long term effects",4,"i dont appear to have had strongly negative side effects after taking this drug. in fact , this is the third bp medication ive tried as i couldnt tolerate the others at all because they caused such a bad cough that i couldnt sleep at night. however, its possible that im a little more prone to anxiety than previously, since taking this drug. also, my sleeping isnt great , but who knows whether this would really be any better off the medication? theres no major swelling of ankles although marks form from wearing socks. these quickly disappear.","My blood pressure has come right down so I guess this drug has achieved its aim. However, I do wonder about long term effects",84,0.46785714285714286,0.11785714285714285,Poitive,-0.296,Negative
Amlodipine,Hypertension,"may work everyone one must always try medicines first. way one find effects are. effects drugs personal. forgot state took hydrochorthiazide years terrible tinnitus, worse especially night. also experienced painful ankles get xray, course nothing found. couldnt figure reason till coincidentally realised pill good me. reiterate drug poison everyone.",5,occasional ache in the left ankle but it doesnt affect my mobility at all. ive read reviews from others on this site saying this medicine is banned in the netherlands. this is not true. i live in the netherlands and i take this drug at present. i took it since 2010 for 3 years. stopped for a year due to hair loss. i tried enalapril which did nothing for me. stopped a year and started taking valsartan for about 3 months. had to stop that too because of high liver counts. i am now back to amlodipine and my blood pressure is now stable.,"It may not work for everyone but one must always try these medicines first. Its the only way one can find out what the effects are. The effects of drugs are personal. I forgot to state that i took Hydrochorthiazide in 2006 for a few years and had terrible tinnitus, was worse especially at night. I also experienced painful ankles that i had to get an xray, Of course nothing was found. Couldnt figure out what the reason was till i coincidentally realised that this pill was not good for me. So i will reiterate that this drug is not poison for everyone.",350,0.7041666666666668,-0.04374999999999998,Negative,-0.8658,Negative
Amlodipine,High blood pressure,dangerous drug!,1,"my husband of 42 years took norvasc for two weeks, starting jan. 21, 2015. swelled up like a balloon. february 4th had difficulty breathing. had chest pain and difficulty sleeping. he was not on blood pressure medicine prior to norvasc. doctor took him off norvasc on feb 4, 2015, but damage had already been done. side effects persisted. died suddenly on april 30, 2015, 6 days after his 64th birthday.",Very dangerous drug!,15,0.9,-0.75,Negative,-0.5255,Negative
Amlodipine,High BP,ask something else.,3,"well, it lowered my bp but the daily anxiety attacks are not worth it. feel like i cant breathe, sweating, no thought process. never experienced anything like it until this drug.",Ask for something else.,19,0.0,0.0,Negative,0.0,Negative
Amlodipine,BP,"might work well poison me. night awoke able breethe. could taken enough air cough.. took antihistimene, helped little. looked side affects major ones listed. never take",1,"never ending. headache, broken blood vessels, muscke cramping, extreme shortness of breath, pain in arms and legs, dizziness, forgetfulness, confusion, anger, depression, double vision, blurred vision, and on and on. off for 5 days now and feel great, hope to feel better","It might work well for some but is poison to me. On night I awoke not able to breethe. I could not taken in enough air to cough.. took antihistimene, helped a little. then looked up the side affects, Had 7 of the 8 major ones listed. Will never take again",168,0.53125,0.09375,Poitive,-0.34,Negative
Amlodipine,high blood pressure,"doctor refuse change,cant believe cause that,but three days now, already filling better, left instructions die norvasc, lisinpril gave angioedema,and er bosiford hsplt save life,said ace inhibitors.",1,"hell,muscle pain in legs feet left side chest ,sever mentally detached, swelling in feet fingers, glands swollen","My doctor refuse to change,cant believe it cause all that,but its three days now, and already filling better, I have left instructions if I die its Norvasc, lisinpril gave me angioedema,and er bosiford hsplt save my life,said no more ace inhibitors.",198,0.25,0.25,Poitive,-0.25,Negative
Amlodipine,High Blood Pressure,"belief dangerous medication removed market. drs warn side effects\ni taken days ago takes least completely get system, excessive loss sleep due cough, lots belching",1,"severe drainage, ulcers on esophagus, severe cough to the point of throwing up
soreness throat and glands","It is my belief that this is a very dangerous medication and should be removed from the market. Drs should warn of all side effects\nI have taken myself off of it only 3 days ago takes at least 11.5 to completely get out of your system, excessive loss of sleep due to cough, lots of belching",164,0.615,-0.23499999999999996,Negative,-0.7003,Negative
Amlodipine,High bp,"didnt realize dr. put back norvasc generic name. last time it, repeated gum infections, pain weeks dental work again! back molars ache dull pain gums. side effects: ringing ears, headache, pounding heart, pain legs, weight gain, depression, sore throat pain glands. stopping today! drug banned netherlands - taken market! poor body worn side effects drugs! often wish drug companies & drs. try awful drugs believe list pain discomfort cause.",1,the weirdest thing - toothache and pain in gums!,"I didnt realize my Dr. had put me back on Norvasc as it was a generic name. Last time I was on it, I had repeated gum infections, pain for weeks after any dental work now I have the same again! All my back molars ache with a dull pain in my gums. Other side effects: ringing in ears, headache, pounding heart, pain in legs, weight gain, depression, sore throat and pain in glands. I am stopping it today! This drug is banned in the Netherlands - it should be taken off the market! My poor body is worn out with side effects from drugs! I often wish the drug companies & Drs. had to try these awful drugs themselves as they do not believe it when you list the pain and discomfort they cause.",441,0.3095238095238095,-0.279389880952381,Negative,-0.9889,Negative
Amlodipine,High blood pressure,"u pills , please get !!i saw worse bp pills lisonpril number one number , , dont know going , cause dr. dont care know meds, pharmacy know , seriously heart trouble& stroked hard arteries over, bp lisonpril since & look helping , look !!also chill feeling like fever guess like flu !!!! need get market fast , heart rate high also take two pills day slow since started taking , cause go high!! good luck everyone !!",1,"these are killer pills , wonder why i was getting so sleepy couldnt stay away & chest discomfort and pain, my face burning red an hurt & feet an all the way to knees was red an rash and broken blood vessels looking & feet very swollen an hurt to walk on an skin cracking open an knees hurting so bad & cant stand the pain of any thing touching legs an knees , its hurts an also very hot an red & joint pains all over an back pack ugh !! lips are cracking also ,an starting to burn in around arms pits !! an headaches an eye pain ! so gald i found this site ,its a scary feeling , wonder what was going on !!!","If u are on these pills , please get off !!i just saw the worse 4 Bp pills an lisonpril was number 1 an this one was number 2 , I been on both , dont know what I going to do , cause dr. Dont care are know about these meds, your pharmacy know more , I have seriously heart trouble& had stroked an hard no the arteries all over, my bp was 219 179 on lisonpril i have been on since 2001 & look its not helping , now look at this !!also I been having chill an feeling like I had fever guess like flu !!!! They need to get this off market fast , my heart rate is up high also and I take two pills a day to slow it down but since I started taking this , its cause it To go high!! Good luck everyone !!",415,0.5209259259259258,-0.06925925925925928,Negative,0.8042,Poitive
Amlodipine,Blood pressure,drug banned! horrible drug\nwith dangerous side effects. thankful survived drug!!!,5,"i developed servere back pain, muscle pain in legs and feet. i felt completely out of it brain fog. stopped taking it and feel so much better. all symptoms are abating.
took my bp its 135/88. its lower off meds
i can live with those numbers and feeling
like myself again. having such a bad reaction to this drug actually made my bp go up!!",This drug should be banned! Horrible drug\nwith dangerous side effects. Thankful I survived this drug!!!,82,0.95,-1.0,Negative,-0.5815,Negative
Amlodipine,High blood pressure,ive read banned netherlands countries plus read lot patient feedback sites scary upsetting. cant take today\ns,1,"right ankle seized up
eyes less white more tired looking
very furry tongue
fatigue
slight palpitations ocassionalky
aches in whole body
stiff in legs
could hardly walk
knees ached
feel like an old person",Ive read it is banned in the Netherlands and other countries plus read a lot of patient feedback on other sites that is scary and upsetting. Cant take it as of today\nS,110,1.0,-0.5,Negative,-0.8519,Negative
Amlodipine,Hypertension,"went urgent care flu,bp reading high send home norvac!! days later got call potassium low picked prescription potassium take seven days! well thought potassium making sick couldnt wait done! well needless say potassium thst making sick! ive like three panic attacks cant sleep im nervous feel like im control myself!! im gonna try taking another alternative cause hate way ive feeling,besides really hasnt done much bp reading feel horrible!! glad looked side effects horrible drug!!",2,tightness in chest heart palpation insomnia anxiety attacks,"I went to Urgent care because of The flu,bp reading was high so they send me home on norvac5mg!! Then a few days later I got a call that my potassium was low so picked up a prescription of potassium to take for seven days! Well I thought it was the potassium that was making me sick I couldnt wait to be done! Well needless to say it was not the potassium thst was making me sick! Ive had like three panic attacks I cant sleep Im nervous I feel like Im not in Control of myself!! Im gonna try taking another alternative cause I hate the way Ive been feeling,Besides it really hasnt done much for my Bp reading and I feel horrible!! So glad I looked up side effects of this horrible drug!!",483,0.6545238095238096,-0.3369047619047619,Negative,-0.8946,Negative
Amlodipine,hbp,nd weaning off drug severe side effects nd wean,1,"sick feeling, swollen ankles, bp spiking up to 170/120 and staying there",my ND is weaning me off. this is the 3rd drug that i have had severe side effects that my ND has had to wean me off,47,0.0,0.0,Negative,-0.3818,Negative
Amlodipine,high blood pressure,"im starting new increasing herbals taking. lot natural remedies want research. pain specialist page far pharmaceuticals concerned, toxins whether pain anything else. like honest this. otyher doctors lie tell side effects head yet look physicians desk references well. dont let bully taking crap unless want ruin quality life. think people want file class action suit drug companies doctors tell us side affects heads.",1,"swollen ankles, tiredness, general unwell feeling, pounding heartbeat","im starting some new and increasing some herbals i have been taking. there are a lot of natural remedies if you want to do the research. my pain specialist are on the same page as far as these and all pharmaceuticals are concerned, they are all toxins whether they are for pain or anything else. i like him because he is the most honest about this. all otyher doctors i have had lie and tell me side effects are in my head yet if you look them up they are in physicians desk references as well. dont let them bully you into taking this crap unless you want to ruin the quality of your life. i think people who want to should file a class action suit against the drug companies and the doctors that tell us side affects are in our heads.",417,0.5363636363636364,0.03376623376623375,Poitive,-0.0186,Negative
Amlodipine,Hypertension,"reaction unbeknownst started headache stomach pain, day ,i took dose dizzy, confused,fatigued heart palpitations, day took dose said more, nauseous, bp, day bp,i drove dr office,i got car sick weak dizzy, even charged visit fault first place,i reported symptoms time took vitals bp discovered.weightloss, rare symptoms added record well allergy. scary ordeal, test something determine person allergic med.",1,"headache,abdominal swelling,weightloss, stomach pain, heart palpitations, dizziness,nausea, fatigue, confusion, raised bp, sweats/clammy","My reaction unbeknownst to me started with a headache and stomach pain, day 2 ,I took 12 dose I was dizzy, confused,fatigued with heart palpitations, by day 3 I took 12 dose I said no more, I was nauseous, bp was 15090, by day 4 my bp was 160110,I drove to Dr office,I got car sick and was weak and dizzy, they even charged me for the visit that was their fault in the first place,I reported my symptoms at which time they took vitals bp 14488 and discovered a 10lb.weightloss, my rare symptoms were added to my record as well as my 1st and only allergy. It was a scary ordeal, should be a test or something to determine if a person is allergic to a med.",405,0.702579365079365,-0.0898809523809524,Negative,-0.9517,Negative
Amlodipine,High Blood Pressure,"nasty drug. anxiety overall unwell feeling creeps slowly. everyones threshold different...youll wake one day realize dont feel like anything, feel unwell, anxious reason. withdrawal, symptoms begin abate immediately withdrawal headache takes week.\nif want zombie, might drug you.",1,"overall feeling of being unwell, lack of motivation to do anything, generalized anxiety,","This is a nasty drug. The anxiety and overall unwell feeling creeps up on you very slowly. Everyones threshold is different...youll just wake up one day and realize that you dont feel like doing anything, that you feel unwell, and anxious for no reason. There is withdrawal, but the symptoms above begin to abate immediately while the withdrawal headache takes about a week.\nIf you want to be a Zombie, this might be the drug for you.",280,0.6,-0.3875,Negative,-0.7514,Negative
Amlodipine,High blood pressure,felt like poison little month would never recommend anyone.,1,"dizziness,wheezing,disconnected from self, nightmares, extreme mood swings…",It felt like poison was on it a little over a month would never recommend it to anyone.,59,0.5,-0.1875,Negative,-0.4784,Negative
Amlodipine,HBP,absolutely hate drug!,1,"horrible muscle cramps and pain in leg, dizzy , breathlessness, blurred vision, mood swings, zero energy,headaches, sunburn look on feet ,legs and face!",I ABSOLUTELY HATE THIS DRUG!,21,0.9,-1.0,Negative,-0.6468,Negative
Amlodipine,High blood pressure,recommended,2,"very tired, urinated frequently, swollen anchors around the sock like line, headaches..",Not recommended,11,0.0,0.0,Negative,0.2023,Poitive
Amlodipine,"Chest pain,couldnt take NITRO","still drug. ready comments, believe wean drug see health improves. last mos, bed day, weak much anything-- short breath, dizzy, faint... general feel ill. tired want sleep years sleeping averaging hrs day, would think would love sleep, like this. sleep feel rested upon waking. glad found site read others experienced, thought might med, told let go. tonight thought would review side effects drug due terrible sweats get found site info make since relation symptoms having.",3,"started on this drug due to chest pain, since on it the chest pain is better but i do feel chronic pressure in my chest. i have serious sweating for about 2-3 hours after taking the drug, i have had chronic insomnia for more than 20 years, average about 3 hours of sleep per night but since on this drug all i do is sleep (about 18 hrs a day), i am dizzy most of the time, unsteady, weak, short of breath (more than before taking this drug). my o2 stats are in low 90s at times 87-88, i just completed a number of cardiac tests and my heart is no worse than pre med ??? (i suffer from an arrhythmia is and have off and on for 30 years, but that got worse over the last 2 years due to stress - while caring for dying family members and their subsequent deaths). i believe that although i am not having the chest pain that i was having, the other symptoms may be due to this drug. (i have many symptoms that others complain of, but i had them pre-med due to the multiple health issues that i h","I am still on this drug. but after ready some off the comments, I believe that I will wean myself off this drug and see if my health improves. For the last 3 mos, I have been in bed most of the day, too weak to do much of anything-- short of breath, dizzy, faint... in general I feel ill. I am so tired that all I want to do is sleep and after years of NOT sleeping and averaging 3 hrs a day, you would think I would love some sleep, BUT NOT LIKE THIS. I sleep but I do not feel rested upon waking. I am glad I found this site and read what others have experienced, I thought it might be the med, but when told it was not I let it go. But tonight I thought I would review the side effects of this drug due to the terrible sweats I get and in doing so found this site and more info that now make more since in relation to the symptoms I am having.",474,0.6261904761904761,-0.04642857142857142,Negative,0.4019,Poitive
Amlodipine,HBP,"went hospital high blood pressure, gave take days. doctor increased dose literally sucked life me! decided take anymore nearly days doctor convinced continue drug back. side effects came back! types drugs poison illegal! big pharmaceutical companies prefer money saving lives!!! stay away drug! today taking natural remedy pathway live happier healthier life.....",1,"severe headache, extreme tiredness, dizziness, heart palpitations.","I Went into hospital for very high blood pressure, they gave me 5mg to take for 2 days. My doctor then increased my dose to 10mg which literally sucked the life out of me! I decided not to take it anymore for nearly 7 days then my doctor convinced me to continue with the drug but back to 5mg. The same side effects came back! These types of drugs are poison and should be illegal! But the big pharmaceutical companies prefer money than saving lives!!! STAY AWAY FROM THIS DRUG! As of today I will be taking the natural remedy pathway and live a happier healthier life.....",363,0.305,-0.01107954545454545,Negative,-0.5815,Negative
Amlodipine,High Blood Pressure,"taken high blood pressure medicines side effects think worst. body saying poison belong there. dr. said norvasc cause side effects. going take stuff, listen, going keep looking find dr. listen. one get sick something making feel better.",1,"i have been taking this crap since october and it has gone from bad to worse. i kept a journal for the first month and listed every side effect from headache, terrible muscle aches especially in my back and forearms, cramps in my legs, tightness in chest, and right foot with pain which was so bad i was hopping, pain in left knee, shortness of breath, wheezing, coughing, extreme tiredness to the point of feeling like i am drugged up. rash under my arms, itching, breast pain, memory loss, brain fog, nervousness, chills, irritability, sadness, and now a stomach ache with a nagging pain on my right side.","I have taken other high blood pressure medicines and they all have side effects but I think this is the worst. My body is saying this poison does not belong there. My Dr. said that Norvasc does not cause all those side effects. I am going to take myself off this stuff, and if she does not listen, I am going to keep looking until a find a Dr. that will listen. No one should have to get sick from something that should be making them feel better.",236,0.7242857142857143,-0.26357142857142857,Negative,-0.8807,Negative
Amlodipine,hbp,felt horrible days shortly taking drug morning. im normally healthy guy knows body pretty good. trying find another drug bp doesnt make want stay bed day. happy found site...,1,"fatigue, thumping heart beat, headaches, occasional cough, no motivation, internal nervous feeling, trips to bathroom.",Felt horrible most days shortly after taking the drug in the morning. Im a normally very healthy guy who knows his body pretty good. Trying to find another drug for BP that doesnt make me want to stay in bed all day. In very happy to have found this site...,174,0.7333333333333334,0.20833333333333334,Poitive,0.8307,Poitive
Amlodipine,high blood pressure,"writing behalf good friend passed away years old! husband believe drug caused go cardiac arrest led death. also pancreatitis months death. possible side effect drug andor generic form called amlodipine. beware!!! drug taken market forever!! evil, evil drug!!",1,"pancreatitis, enlarged and fatty heart, read the comments","I am writing this on behalf of a good friend that passed away in 2009. She was 33 years old! Her husband and we believe that this drug caused her to go into cardiac arrest and led to her death in 2009. She also had Pancreatitis 4 months before her death. This is a possible side effect from this drug andor the generic form called Amlodipine. Beware!!! This drug should be taken off the market forever!! It is an evil, evil drug!!",258,0.475,-0.15937500000000002,Negative,-0.9439,Negative
Amlodipine,Hypertension caused by stress,wish found site sooner. ended er twice diagnosed panic attacks taking generic drug amlodipine besylate weeks. blood pressure great never thought dug causing symptoms. began keep journal. since bp low also felt bit dizzy started decreasing dose pill. week ago forgot take remembered. within minutes tightness chest hours later shooting chest pain. symptoms. started writing notes journal realized shooting chest pains always occurred hours taking drug. thats decided enough stopped taking it. week symptoms subsided although totally gone. still bit tightness top chest understand drug long half life takes completely gone. started yoga walking deal stress due fact tests better normal. also eating plant based foods made appointment homeopathic doctor. medicine poison never take again.,1,"tightness in chest, chest pain, muscle aches in upper back, neck and tops of my arms, panic attacks, difficulty sleeping and overall sick feeling.",I wish I had found this site sooner. I ended up in the ER twice with what was diagnosed as panic attacks after taking the generic of this drug amlodipine besylate for 4 weeks. My blood pressure was great so I never thought the dug was causing the symptoms. But I began to keep a journal. Since my BP was very low and I also felt a bit dizzy I started decreasing the dose to 34 of a pill and then 12. Then a week ago I forgot to take it and remembered by 3pm. Within 40 minutes I had tightness in my chest and 7 hours later shooting chest pain. No other symptoms. I started writing notes in my journal and realized that the shooting chest pains always occurred 7 hours after taking this drug. Thats when I decided I had enough and stopped taking it. Its been a week and the symptoms have subsided although not totally gone. Still a bit of tightness in the top of my chest now and again but I understand this drug has a long half life and takes a while to be completely gone. I have started yoga and walking to deal with my stress due to the fact that all of my tests were better than normal. I have also been eating more plant based foods and have made an appointment with a homeopathic doctor. This medicine is poison and I will never take it again.,785,0.407051282051282,0.13141025641025642,Poitive,-0.9217,Negative
Amlodipine,hbp,also take mg metoprolol x,2,extreme fatigue and muscle weakness,Also take 50 mg metoprolol 2 x,25,0.0,0.0,Negative,0.0,Negative
Amlodipine,High bp,ended er anxeity. cant wait call doctor tomorrow. skipped one dose felt like coming withdrawl horrible. please anyone reading please let know side effects.,1,"severe anxiety, body flushing, painful joints, feverish feeling, chills, light swelling in the ankles.",I ended up at the Er do to the anxeity. Cant wait to call doctor tomorrow. I skipped one dose and felt like I was coming off a withdrawl it was horrible. Please anyone reading this please let me know your side effects.,155,1.0,-1.0,Negative,0.3818,Poitive
Amlodipine,Hypertension,"heart racing, pain pain pain",1,"horrific muscle pain under shoulderblade fatigue dizzy,sweats unable to sleep pain so severe. i also went to emergency 2×, so stopped norvasc for 8 days and started bp manager supplement pressure normal, should i have stopped norvasc5mg so abruptly?","Heart racing, pain pain pain",28,0.0,0.0,Negative,-0.872,Negative
Amlodipine,High bp,"today supposed take road trip son,but cancel due effects drug! truly nasty med. done something sense balance,changed cranial pressure,altered perception,and made feel like crap three days! heart goes anyone stuff long periods without aware consequences...",1,"at first i was amazed my bp was so low(116/72),even though i fealt light-headed,slightly dizzy and a low grade headache. then i started sleepy issues,feeling in a fog,fealt like neurotransmitters were imbalanced,dizzy,pain in the back of my head & worse of all,i had,as one website described under side effects,this general sense of unease and feeling off.","Today I was supposed to take a road trip with my son,but had to cancel due to the effects of this drug! This is truly a nasty med. It has done something to my sense of balance,changed the cranial pressure,altered my perception,and made me feel like crap all in three days! My heart goes out to anyone who has been on this stuff for long periods without being aware of the consequences...",255,0.565,-0.39125,Negative,-0.5242,Negative
Amlodipine,High blood pressure,hate drug,1,"depression, tiredness, sleepy, thoughts of giving up",Hate this drug,9,0.9,-0.8,Negative,-0.5719,Negative
Amlodipine,High Blood Pressure,im healthy athletic female. hypertension runs family . taking norvasc symptoms got much worse created symptoms didnt . called dr take off.,1,"dizziness, chest pain, arm ,shoulders ear pain with tingling in both arms tiredness bp spikes sweats and weakness in legs.,extreme anxiety . and now the chills .",Im a healthy athletic female. Hypertension runs in my family . After taking this Norvasc my symptoms got much worse and created some other symptoms I didnt have before . I called my Dr to take me off.,138,0.4222222222222222,0.033333333333333326,Poitive,0.1531,Poitive
Amlodipine,high blood pressure,im outdone,1,"this mess is killing me,after lisiniprol almost killed me, angeoedema,i was put on norvasc,for the last 8 months i have been having swelling in neck,crying spells,extreme fatigue,severe depression, ear infection and more,i followed my mine and stopped it for a few days and started feeling better, started back and lord behold symptons is back,thats it im done.god know they are killing us on what is ssupposed to be helping us.",Im outdone,10,0.0,0.0,Negative,0.0,Negative
Amlodipine,Blood pressure,"started taking norvasc day high blood pressure. took med little year months ago entire life changed. always happy energetic person never needed nap slept like baby night. found self showing signs anxiety panic attacks reason. med depressed wanting stay bed cry. really thought loosing mind!! visit er months ago told tummy virus. not!! stopped taking pill didnt feel like low behold felt functional again. took started feel way again. asked god help reveal going body wondering dying!!! answered prayers led site!! gratful found others issues med! hate go terrible time lives. pray you. week since taking med side effects gone away still lingering. unhappy say least company make poison cocktail!!!!! road getting life back!! feel better knowing sorry form chemical invaded healthy body!! take care anyone knows long mess stays system, please reach",1,"abdominal cramps, fatigue, dizziness, anxiety, depression, crying spells, nausea, left ear itching, insomnia, chills/hot spells, no energy, runny eyes, blurred vision, belching, heart burn and diarrhea this medicine is poison!!","I STARTED TAKING NORVASC 5MG ONCE A DAY FOR HIGH BLOOD PRESSURE. I TOOK THIS MED FOR A LITTLE OVER A YEAR AND ABOUT 3 MONTHS AGO MY ENTIRE LIFE CHANGED. I HAVE ALWAYS BEEN A HAPPY AND ENERGETIC PERSON WHO NEVER NEEDED TO NAP AND SLEPT LIKE A BABY AT NIGHT. I FOUND MY SELF SHOWING SIGNS OF ANXIETY AND PANIC ATTACKS FOR NO REASON. THIS MED HAD ME DEPRESSED AND ONLY WANTING TO STAY IN BED AND CRY. I REALLY THOUGHT I WAS LOOSING MY MIND!! ON A VISIT TO THE ER ABOUT 3 MONTHS AGO I WAS TOLD I HAD A TUMMY VIRUS. NOT!! I STOPPED TAKING THIS PILL BECAUSE I JUST DIDNT FEEL LIKE IT AND LOW AND BEHOLD I FELT SOME WHAT FUNCTIONAL AGAIN. I TOOK IT AGAIN AND STARTED TO FEEL THE SAME WAY ALL OVER AGAIN. I ASKED GOD TO HELP REVEAL TO ME WHAT WAS GOING ON WITH MY BODY AND WONDERING IF I WERE DYING!!! HE ANSWERED MY PRAYERS AND LED ME TO THIS SITE!! HOW GRATFUL I AM TO HAVE FOUND OTHERS WITH THE SAME ISSUES FROM THIS MED! I HATE THAT YOU ALL HAVE HAD TO GO THROUGH THIS TERRIBLE TIME IN YOUR LIVES. I PRAY FOR EACH OF YOU. IT HAS BEEN A WEEK SINCE TAKING THIS MED AND SOME OF THE SIDE EFFECTS HAVE GONE AWAY BUT SOME ARE STILL LINGERING. I AM SO UNHAPPY TO SAY THE LEAST WITH THE COMPANY AND THOSE WHO MAKE THIS POISON COCKTAIL!!!!! I AM ON THE ROAD TO GETTING MY LIFE BACK!! I DO FEEL BETTER IN KNOWING THAT IT WAS THIS SORRY FORM OF SOME CHEMICAL THAT INVADED MY ONCE HEALTHY BODY!! TAKE CARE TO ALL OF YOU AND IF ANYONE KNOWS HOW LONG THIS MESS STAYS IN YOUR SYSTEM, PLEASE REACH OUT",848,0.555294117647059,-0.0587350643382353,Negative,-0.4919,Negative
Amlodipine,High Blood Pressure,"taking generic norvasc, amlodipine. took months without noticing side effects. problems started pain stiffness neck muscles. months later started headaches, turned serious migraines. started blurred vision eventually turned double vision. horrible couldnt drive, bother people come pick take see doctors totally stumped condition months awful headaches vision issues feeling exhausted time, thing started moving body. legs became weak, muscles ached hips knees became stiff. doctors idea wrong me months nightmare, decided look medication. horrified relieved find reason condition. comforting find people blog posting comments drug. seems prescription drugs last thing doctors think considering side effects. stopped amlodipine days ago still completely system. didnt notice much change first week. that, gradual change, day gets little bit better. knowing thing many months scary hell! excited get life back!",1,"headaches, double vision, joint stiffness, muscles aches, weak legs and edema in my head.","I was taking a generic for Norvasc, Amlodipine. I took it for 7-8 months without noticing any side effects. Problems started with pain and stiffness in my neck muscles. A few months later I started having headaches, turned into serious migraines. I then started having blurred vision which eventually turned into double vision. It was so horrible I couldnt drive, had to bother people to come and pick me up and take me to see doctors who were totally stumped by my condition. After 4 months of awful headaches and vision issues and feeling exhausted all the time, Its as if this thing started moving down into my body. My legs became weak, all the muscles ached and my hips and knees became stiff. All the doctors had no idea what was wrong with me. After about 5 months of this nightmare, I decided to look up my medication. I was horrified but relieved to find out the reason for my condition. It was comforting to find all of the people on this blog posting their comments about the drug. It seems that prescription drugs are the last thing doctors think of when considering side effects. I stopped Amlodipine 18 days ago and its still not completely out of my system. I didnt notice much change the first week. After that, a very gradual change, but each day gets a little bit better. The not knowing thing for so many months was scary as hell! So excited to get my life back!",909,0.4948412698412698,-0.1290532879818594,Negative,-0.9675,Negative
Amlodipine,HBP,"im thankful find sight! really thought going crazy life threatening things going on. im different bp meds norvasc last one added. dr started started notice bottoms feet would get really hot uncomfortable. dident relate norvasc. dosage increased months ago. bp better side effects know medication horrible!! would cry pain feet swelling!! mention gums! want even smile anymore. im going deep cleaning gums starting next week treatments..joy! got get asap! also made appointment natualpathic dr, cant warier hear say. anyone told iron levels really high medication?",1,"burning in my feet, numbness in my toes,
swollen feet/ankles, red warm blotches from feet to top of knees. swollen bleeding gums. insomnia. dry mouth and cry a lot.","Im so thankful to find this sight! I really thought I was going crazy or had some life threatening things going on. Im on 3 different BP meds and Norvasc was the last one added. My Dr started me out on 5mg and after a while I started to notice that the bottoms of my feet would get really hot and uncomfortable. I Dident relate it to the Norvasc. My dosage was increased to 10mg about 3 months ago. BP is better but the side effects that I now know are from this medication are horrible!! I would just cry over the pain in my feet and all the swelling!! Not to mention my gums! I do t want to even smile anymore. Im going in for a deep cleaning under my gums starting next week. Its 4 treatments..JOY! I have got to get off this ASAP! I also made an appointment with a Natualpathic Dr, cant warier to hear what he has to say. Has anyone been told that their iron levels were really high being on this medication?",563,0.4812820512820513,-0.05307692307692306,Negative,-0.8594,Negative
Amlodipine,to lower my blood pressure,dont take sh**,1,"forgetful, knees kill me, cant sleep well. m",Dont take this sh**,14,0.0,0.0,Negative,0.0,Negative
Amlodipine,blood pressure,crazy drug.,1,"extreme dizziness, tingling in hands and arm, profuse sweating. then all this causes my blood pressure to rise even more!",Crazy drug.,11,0.9,-0.6,Negative,-0.34,Negative
Amlodipine,hypertension,take drug !!,1,"experienced low back pain, fluttering feeling in my chest, shortness of breath. it did lower my b/p to good numbers but side affects are not worth it.",Do not take this drug !!,12,0.0,0.0,Negative,0.0,Negative
